x,y,heading,index
3.0318921065772884,-42.191263114567846,0.0,0
3.007062958611641,-42.0804232689552,0.0,1
2.9787121286499314,-41.97507658973336,0.0,2
2.9691074352012947,-41.86436644708738,0.0,3
2.9873815053724684,-41.765302571002394,0.0,4
3.031674191937782,-41.66295042866841,0.0,5
3.084507272054907,-41.56748000020161,0.0,6
3.150504397461191,-41.48019209736958,0.0,7
3.2242205599322915,-41.392694387584925,0.0,8
3.3128326403093524,-41.292531880084425,0.0,9
3.3935416202875786,-41.20402708975598,0.0,10
3.482789561501704,-41.10812560096383,0.0,11
3.580240296025295,-41.00474349036813,0.0,12
3.6554675573133864,-40.92442503850907,0.0,13
3.7564967147191055,-40.817388449795544,0.0,14
3.8327975725987926,-40.73884001886472,0.0,15
3.9409144378150813,-40.635465536266565,0.0,16
4.028058098454494,-40.55944624776021,0.0,17
4.147394226805773,-40.45854750555009,0.0,18
4.267344044928905,-40.358823688700795,0.0,19
4.387016819033306,-40.262887868564576,0.0,20
4.47726349736331,-40.194356832653284,0.0,21
4.571004912490025,-40.12891570199281,0.0,22
4.668687388475519,-40.06567564839497,0.0,23
4.804429577779956,-39.98175612138584,0.0,24
4.907714413711801,-39.91771498601884,0.0,25
5.043675945897121,-39.83176985755563,0.0,26
5.1766615364467725,-39.747503192164004,0.0,27
5.276151702972129,-39.68651381134987,0.0,28
5.412432240031194,-39.60895720310509,0.0,29
5.51655440259492,-39.5513323857449,0.0,30
5.654654548445251,-39.473627005238086,0.0,31
5.7910275918547995,-39.39744749944657,0.0,32
5.928593682532664,-39.324781333096325,0.0,33
6.034667061292566,-39.273065478075296,0.0,34
6.179191157978494,-39.204683216288686,0.0,35
6.325006054597907,-39.135145099367946,0.0,36
6.433193252829369,-39.08284560032189,0.0,37
6.575032281165477,-39.013772879727185,0.0,38
6.715646312106401,-38.94750014320016,0.0,39
6.859888122824486,-38.88567915931344,0.0,40
7.007592724112328,-38.82468214724213,0.0,41
7.154867695935536,-38.76249876944348,0.0,42
7.3002663108636625,-38.70104781212285,0.0,43
7.447763965406921,-38.643098743632436,0.0,44
7.597477481409442,-38.5868281442672,0.0,45
7.748020217404701,-38.52983656805009,0.0,46
7.898999736178666,-38.4727572533302,0.0,47
8.049781844369136,-38.41548719862476,0.0,48
8.162673996586818,-38.37271681567654,0.0,49
