x,y,heading,index
51.11418537952704,-41.2488726740703,0.0,0
50.99872975132894,-41.2137240502052,0.0,1
50.8893814549665,-41.18044844549149,0.0,2
50.79102330020396,-41.15051070274785,0.0,3
50.65007786551723,-41.107618246693164,0.0,4
50.54199604783207,-41.07472029840574,0.0,5
50.42261509754462,-41.03839293308556,0.0,6
50.32571797113633,-41.008901508990675,0.0,7
50.18674092210131,-40.966604145709425,0.0,8
50.03660588077037,-40.920911699999124,0.0,9
49.91956715384731,-40.885480794124305,0.0,10
49.802768752968404,-40.850828083232045,0.0,11
49.65048985352041,-40.80534926336259,0.0,12
49.53974156168988,-40.771112356334925,0.0,13
49.43204884388251,-40.73587218252942,0.0,14
49.326545761490706,-40.698804770130664,0.0,15
49.221439406624995,-40.65741530340165,0.0,16
49.08036808791803,-40.594568168278784,0.0,17
48.93572239758214,-40.52574339788407,0.0,18
48.82547764532501,-40.473482047673315,0.0,19
48.71472554135835,-40.42143813101575,0.0,20
48.604465530079324,-40.36942854570225,0.0,21
48.494770095916465,-40.317972094751894,0.0,22
48.350669907580595,-40.25123396702111,0.0,23
48.24440006969962,-40.202165519353,0.0,24
48.139995620178524,-40.15307799074799,0.0,25
48.037303970428184,-40.10287276376039,0.0,26
47.93516163591994,-40.048833762761205,0.0,27
47.832733200571965,-39.990911396220326,0.0,28
47.72891240066383,-39.93047514837235,0.0,29
47.623840377200395,-39.86958113498986,0.0,30
47.51827626029262,-39.808797747828066,0.0,31
47.41282276826678,-39.74795714439824,0.0,32
47.27280812204117,-39.66748991981149,0.0,33
47.16835789580364,-39.60732833016664,0.0,34
47.06410221924307,-39.54730025166646,0.0,35
46.925075576873496,-39.46725645940751,0.0,36
46.82067494204966,-39.40712920296937,0.0,37
46.681289718311746,-39.326890856958926,0.0,38
46.57667927473085,-39.26664534583688,0.0,39
46.43716816633241,-39.186330708209425,0.0,40
46.332576798216905,-39.126104267314076,0.0,41
46.22802738996688,-39.06590834306553,0.0,42
46.12349324178649,-39.00572004914284,0.0,43
46.01897435047431,-38.94553557457402,0.0,44
45.87960438465234,-38.86529341386631,0.0,45
45.77506642177468,-38.805097490083426,0.0,46
45.670517014397774,-38.744901570957154,0.0,47
45.56596379034454,-38.684705646242946,0.0,48
45.461414382385556,-38.624502094928175,0.0,49
45.322010086267255,-38.54424086213112,0.0,50
45.21746449213242,-38.48404494393617,0.0,51
45.11292652942939,-38.42384901968762,0.0,52
44.9735374901793,-38.343587786890566,0.0,53
44.86899952677777,-38.28339568013325,0.0,54
44.729610489855986,-38.203134450130165,0.0,55
44.62506871094229,-38.142938528675586,0.0,56
44.52052693295991,-38.082738789729774,0.0,57
44.415981338650454,-38.022542867809534,0.0,58
44.31143955956213,-37.96234694495797,0.0,59
44.20689778198721,-37.902151020243764,0.0,60
44.10235600353917,-37.84195510065183,0.0,61
43.99781422439264,-37.7817591750063,0.0,62
43.89327244658489,-37.72156325308606,0.0,63
43.75388340727659,-37.64130202261731,0.0,64
43.64934162830468,-37.58110610116273,0.0,65
43.511165665404405,-37.50094404956326,0.0,66
43.37548451352632,-37.42148009175435,0.0,67
43.27505879307864,-37.36354628344998,0.0,68
43.14099888608325,-37.28965941397473,0.0,69
43.00201039185049,-37.22052183980122,0.0,70
42.89389042783296,-37.16967573855072,0.0,71
42.74769978277618,-37.10122481221333,0.0,72
42.63763050857233,-37.049211415462196,0.0,73
42.49097447155509,-36.979989919345826,0.0,74
42.38218312058598,-36.92819395614788,0.0,75
42.27525334228994,-36.876596363727,0.0,76
42.170028733147774,-36.82611647667363,0.0,77
42.065849351347424,-36.77721205446869,0.0,78
41.96227269101655,-36.73059264011681,0.0,79
41.82400517334463,-36.672471911646426,0.0,80
41.71978001325624,-36.632432852871716,0.0,81
41.6135330653633,-36.59583845734596,0.0,82
41.46902851917548,-36.55344572942704,0.0,83
41.32368092337856,-36.514844812918454,0.0,84
41.214252518024296,-36.48879042407498,0.0,85
41.10493473923998,-36.466077715624124,0.0,86
40.993351028242614,-36.447809133678675,0.0,87
40.87932972837007,-36.43445387855172,0.0,88
40.761722610273864,-36.42401305120438,0.0,89
40.64141087391181,-36.41519728722051,0.0,90
40.47936634946382,-36.40269652148709,0.0,91
40.35773854056606,-36.39309111563489,0.0,92
40.23653034918243,-36.38351240893826,0.0,93
40.11608128383523,-36.37382307834923,0.0,94
39.95610051089898,-36.36115828389302,0.0,95
39.837326096661855,-36.351209551561624,0.0,96
39.71978382818634,-36.34092894569039,0.0,97
39.603874252934474,-36.33131972560659,0.0,98
39.48927311762236,-36.3230570894666,0.0,99
39.33832173090195,-36.31533995969221,0.0,100
39.224128769594245,-36.31374159408733,0.0,101
39.06876759248553,-36.317953024525195,0.0,102
38.948974655533675,-36.323850547894835,0.0,103
38.827686356322374,-36.32987395208329,0.0,104
38.70575337158516,-36.33528319420293,0.0,105
38.584003495576326,-36.34090986987576,0.0,106
38.46282963542035,-36.34627333609387,0.0,107
38.3021393273375,-36.3534487769939,0.0,108
38.18299870326882,-36.35832777665928,0.0,109
38.06509403960081,-36.36268416279927,0.0,110
37.94895939651178,-36.36747923772782,0.0,111
37.834262893360574,-36.373430164996535,0.0,112
37.6835136875161,-36.38438978884369,0.0,113
37.56997685373062,-36.39687529485673,0.0,114
37.45518116891617,-36.413808735553175,0.0,115
37.337642716476694,-36.433710012584925,0.0,116
37.17840962181799,-36.46160307759419,0.0,117
37.017982528719585,-36.48877135198563,0.0,118
36.898021745088045,-36.50924101797864,0.0,119
